-545557.406124;-1121431.41270
-537910.455802;-1106122.86297
-541168.105720;-1103234.68184
-555521.621766;-1101446.23945
-496807.360209;-1088092.04491
-476189.408076;-1094079.61434
-535278.441407;-1137214.97024
-514206.498679;-1129257.69887
-519129.118472;-1124038.39842
-563571.997543;-1076952.14652
-728219.267587;-1078577.74235
-715215.538861;-1089853.47826
-769197.624987;-1052603.09066
-763837.385884;-1033207.11248
-764272.949887;-1023345.24019
-688128.099922;-1056891.20238
-683765.196236;-1066527.88515
-676104.118990;-1070863.79878
-733954.867399;-1012639.55835
-749308.417247;-1025278.54895
-734791.921673;-1025106.13656
-703961.125767;-1011547.07751
-541725.902407;-1052781.75828
-697603.555579;-1038164.84083
-708230.606395;-1031239.77906
-692711.198555;-1043584.82218
-724532.190489;-1033961.30405
-717626.558486;-1038429.97771
-727550.735795;-1056265.93772
-774000.436592;-1084090.93381
-779601.969081;-1084087.73243
-574829.262036;-1092057.75884
-575086.779074;-1088057.22391
-572018.736981;-1085861.30518
-494832.301853;-1153752.85403
-791856.785655;-1034140.47044
-749263.463843;-1168484.07128
-756396.449554;-1165043.51340
-483316.658963;-1141405.57321
-496285.259594;-1140647.83452
-769983.354190;-1182359.37307
-715665.431566;-1151279.57508
-699174.559246;-1132007.37066
-694180.712694;-1133374.68934
-691203.632570;-1128294.72837
-695295.643375;-1121608.19417
-685194.456130;-1112903.74419
-772853.303492;-1128306.95065
-790263.176716;-1158116.08242
-792112.803412;-1128963.52073
-734057.486256;-1119372.91875
-860207.139573;-1098756.79008
-887619.501125;-1022985.84484
-895580.962301;-1004907.57310
-866610.253822;-1036082.33784
-739951.981339;-1045726.54769
-822858.669438;-1070449.18134
-760899.195512;-976367.05271
-473416.261563;-1103718.64076
-853732.825765;-1016732.64129
-850686.307869;-1011563.30148
-459851.765976;-1108041.88319
-648284.443947;-1061580.35358
-842536.237670;-1002126.59578
-832174.484627;-1115181.33302
-825593.222319;-1109491.37138
-834286.106959;-1106205.14508
-820289.797682;-1129398.46514
-808253.632005;-1073419.66150
-864728.658791;-1016027.98998
-859131.954458;-1007378.15892
-874062.957862;-1055944.85523
-724003.363195;-978870.35871
-723073.350090;-971325.64122
-748571.079863;-963782.80718
-720751.388362;-948795.96139
-718218.701958;-954124.81164
-808269.818858;-991091.32163
-805826.722795;-986856.74857
-818298.577458;-998784.13825
-824593.805191;-996547.34815
-680999.066100;-979283.26821
-688412.034872;-974270.77480
-756402.442569;-990421.01553
-750110.044797;-1004530.77460
-781313.086443;-1011410.23117
-782544.711797;-1006246.37870
-801485.444260;-1008614.27888
-792955.583800;-987886.09882
-793340.828356;-979601.27733
-775973.138140;-976131.60429
-782388.283370;-984689.95033
-772034.938837;-969929.57379
-661123.253251;-1104190.54193
-667497.599864;-1108189.07005
-667598.059559;-1100992.47819
-640266.654013;-1042626.87379
-646748.088919;-1070452.06239
-670188.020888;-1014014.85891
-613946.176223;-1022734.51705
-633002.491944;-1028048.06600
-609604.830033;-1050839.78601
-683482.204300;-994576.94653
-601073.959924;-1096866.24015
-612577.231922;-1089179.54221
-610358.691620;-1083121.11921
-590541.886697;-1099573.86991
-629849.591018;-1003100.10599
-639435.889815;-1017559.89663
-651561.264620;-993034.44277
-601600.842401;-1073973.86106
-600649.528408;-1080558.55777
-589570.895850;-1080905.66400
-622196.493974;-1074320.77830
-592625.001910;-1142561.43040
-590146.682631;-1127927.66292
-599411.934961;-1159315.15826
-601943.943971;-1148782.19196
-583869.222327;-1211971.04495
-520820.232996;-1164917.94663
-530640.737903;-1165959.58691
-565090.537466;-1200356.55211
-562775.944439;-1182002.84404
-544518.131671;-1193665.69453
-669608.789573;-1128943.08341
-539756.035699;-1156354.90059
-526156.600167;-1152241.06609
-558469.606383;-1134781.18865
-651022.869728;-1151437.36240
-535496.307337;-1182088.00936
-523781.733567;-1186942.77511
-571271.738564;-1152190.49517
-643169.843124;-1194373.36798
-641482.946805;-1114236.16810
-632063.596264;-1114834.56330
-639515.068824;-1136587.83008
-526372.427267;-1086994.20935
-527261.169544;-1079395.42314
-511102.507825;-1069479.11362
-463294.076539;-1123092.90232
-468573.268904;-1119345.87244
-446262.388588;-1124033.50414
-452671.274351;-1102414.01542
-450065.628201;-1114366.37702
-464938.646909;-1094305.15218
-459964.047981;-1100595.53668
-492496.213185;-1128455.46431
-478383.820059;-1134231.24068
-481127.910862;-1126685.99450
