-671223.6498;-962510.735
-676507.7876;-968794.1197
-840806.9838;-1130925.547
-800234.6046;-1161651.881
-672939.2799;-968486.2245
-655165.4251;-979833.8671
-445882.3644;-1129783.585
-467386.3757;-1138389.438
-740478.1564;-1197366.61
-842924.8404;-1124172.529
-787884.0014;-1198699.173
-745720.5752;-1205962.63
-835397.4764;-1129346.104
-837800.6368;-1139580.718
-827752.4115;-1139199.452
-853355.2494;-991420.5049
-547561.7675;-1073966.047
-835342.837;-1140118.052
-804215.054;-1169893.177
-653614.1981;-989795.4842
-649417.646;-985708.13
-661972.595;-977967.437
-656524.1389;-979487.7958
-651636.53;-981471.2199
-646728.74;-980091.7098
-573268.9446;-1067033.235
-549436.906;-1067826.996
-543197.0627;-1067187.467
-536591.0805;-1059259.051
-537348.1817;-1057305.759
-555568.7943;-1049528.165
-534413.7219;-1066450.513
-790803.1786;-1175553.766
-550378.6418;-1056628.831
-568949.8175;-1057551.001
-693604.9;-977194.9262
-771346.6559;-1176296.425
-789553.9959;-1162460.637
-789349.8793;-1161024.54
-568326.0769;-1054468.819
-633141.3413;-994064.0704
-640678.3486;-983415.6358
-601773.1651;-1030797.329
-652190.9922;-977464.9239
-799731.5338;-1186660.49
-803809.822;-1182219.973
-805819.4519;-1181934.858
-850719.7335;-1126651.466
-560323.334;-1051298.54
-568717.947;-1060392.759
-673777.72;-966523.28
-678161.89;-967056.1099
-816568.375;-1146983.953
-550895.962;-1054823.786
-552949.7181;-1055428.96
-541488.092;-1070516.787
-551138.203;-1058557.249
-545629.7699;-1076056.69
-837664.1419;-994938.719
-822690.4399;-1156114.909
-812695.4019;-1139657.216
-827316.6499;-1151509.479
-857673.42;-991885.33
-638481.7289;-982967.2421
-639398.87;-992284.3219
-634541.094;-985819.044
-569058.6224;-1050634.296
-641509.71;-992701.6809
-599836.307;-1036807.582
-450926.3121;-1139600.593
-471623.487;-1139318.141
-474141.5404;-1160416.328
-461480.8;-1134657.93
-598289.6578;-1039137.057
-450966.593;-1129830.357
-478173.5561;-1139308.279
-810069.8263;-1155040.008
-785062.0217;-1172274.85
-789916.1123;-1179322.939
-543728.2887;-1065077.829
-645889.7019;-983016.4761
-811275.762;-1158104.253
-812933.002;-1164105.343
-796298.746;-1171198.697
-801085.515;-1176139.788
-806914.2709;-1181394.084
-469043.6557;-1149872.926
-457012.9233;-1133288.209
-643164.1864;-984156.4754
-644794.2492;-987757.7063
-553686.7483;-1061816.324
-871082.445;-1103095.568
-845970.7381;-1131214.3
-832557.4739;-1145020.334
-822622.8056;-1148333.972
-803176.8896;-1157590.443
-831383.8599;-1153075.251
-840951.5694;-1128219.258
-808561.7609;-1171940.23
-666700.2477;-968977.4632
-747413.3012;-1210998.036
-840355.1348;-993908.705
-845828.1016;-992553.2538
